- , Model T, Stanley Steamer, accelerator, air bag, airplane, airship, ambulance, auto accessory, automobile, automobile engine, automobile horn, baggage car, beach wagon, buffer, building, bumper, bus, cab, cabin car, cable car, cable railway, car, car door, car mirror, car seat, car window, carriage, club car, cockpit, compact, compartment, convertible, coupe, covering, cruiser, device, electric, elevator, fender, first gear, floorboard, framework, freight car, fuel system, gas guzzler, gasoline engine, gear, glove compartment, grille, guard's van, handcar, hardtop, hatchback, high gear, hood, horseless carriage, hot rod, internal-combustion engine, jeep, limousine, loaner, locomotive, luggage compartment, mail car, minicab, minicar, minivan, motor vehicle, opening, pace car, passenger car, passenger van, pedal, protective covering, racer, rear window, reverse, roadster, roof, running board, sedan, self-propelled vehicle, slip coach, sport utility, sports car, stabilizer, stabilizer bar, stock car, subcompact, sunroof, suspension, tail fin, tender, third gear, touring car, truck, used-car, van, wheeled vehicle, window
stock car, 1.015482, 1.199127, 1.215871, 1.215871, 1.770053, 1.117576, 1.015482, 1.215871, 0.747039, 1.215871, 1.215871, 1.015482, 1.015482, 1.215871, 1.586408, 1.215871, 1.015482, 1.015482, 1.015482, 1.578876, 1.117576, 0.563394, 1.215871, 1.215871, 1.215871, 1.215871, 1.578876, 1.244938, 1.032227, 1.015482, 1.126789, 1.015482, 1.015482, 1.779266, 1.015482, 1.779266, 1.015482, 1.117576, 1.215871, 1.215871, 1.215871, 1.595621, 1.244938, 1.595621, 1.015482, 1.215871, 1.779266, 1.215871, 1.215871, 1.015482, 1.015482, 1.015482, 1.015482, 1.215871, 1.215871, 1.015482, 1.015482, 1.595621, 1.015482, 1.015482, 1.015482, 1.770053, 1.215871, 1.015482, 1.467570, 1.015482, 1.015482, 1.126789, 1.595621, 1.015482, 1.015482, 1.467570, 1.595621, 1.779266, 0.563394, 1.215871, 1.215871, 1.199127, 1.215871, 1.215871, 1.199127, 1.578876, 1.015482, 1.199127, 1.199127, 1.779266, 1.215871, 0.000000, 1.199127, 1.215871, 1.032227, 1.215871, 1.015482, 1.215871, 1.199127, 1.578876, 1.199127, 1.015482, 1.126789, 1.032227
subcompact, 1.015482, 1.199127, 1.215871, 1.215871, 1.770053, 1.117576, 1.015482, 1.215871, 0.747039, 1.215871, 1.215871, 1.015482, 1.015482, 1.215871, 1.586408, 1.215871, 1.015482, 1.015482, 1.015482, 1.578876, 1.117576, 0.563394, 1.215871, 1.215871, 1.215871, 1.215871, 1.578876, 1.244938, 1.578876, 1.015482, 1.126789, 1.015482, 1.015482, 1.779266, 1.015482, 1.779266, 1.015482, 1.117576, 1.215871, 1.215871, 1.215871, 1.595621, 1.244938, 1.595621, 1.015482, 1.215871, 1.779266, 1.215871, 1.215871, 1.015482, 1.015482, 1.015482, 1.015482, 1.215871, 1.215871, 1.015482, 1.015482, 1.595621, 1.015482, 1.015482, 1.015482, 1.770053, 1.215871, 1.015482, 1.467570, 1.015482, 1.015482, 1.126789, 1.595621, 1.015482, 1.015482, 1.467570, 1.595621, 1.779266, 1.199127, 1.215871, 1.215871, 1.199127, 1.215871, 1.215871, 1.199127, 1.578876, 1.015482, 1.199127, 1.199127, 1.779266, 1.215871, 1.199127, 0.000000, 1.215871, 1.032227, 1.215871, 1.015482, 1.215871, 1.199127, 1.578876, 1.199127, 1.015482, 1.126789, 1.032227
sunroof, 1.006269, 1.175629, 1.192374, 1.192374, 1.746556, 1.108363, 1.006269, 1.192374, 0.723542, 1.192374, 1.192374, 1.006269, 1.006269, 1.192374, 1.301221, 1.192374, 1.006269, 1.006269, 1.006269, 1.569664, 1.108363, 0.554182, 1.192374, 1.192374, 1.192374, 1.192374, 1.569664, 1.235725, 1.569664, 1.006269, 1.117576, 1.006269, 1.006269, 1.310433, 1.006269, 1.755768, 1.006269, 1.108363, 1.192374, 1.192374, 1.192374, 1.586408, 1.235725, 1.586408, 1.006269, 1.192374, 1.755768, 1.192374, 1.192374, 1.006269, 1.006269, 1.006269, 1.006269, 1.192374, 1.192374, 1.006269, 1.006269, 1.586408, 1.006269, 1.006269, 1.006269, 1.746556, 1.192374, 1.006269, 1.458357, 1.006269, 1.006269, 1.117576, 1.586408, 1.006269, 1.006269, 1.458357, 1.586408, 1.310433, 1.175629, 1.192374, 1.192374, 1.175629, 0.747039, 1.192374, 1.175629, 1.569664, 1.006269, 1.175629, 1.175629, 1.755768, 1.192374, 1.175629, 1.175629, 0.000000, 1.023014, 1.192374, 1.006269, 1.192374, 1.175629, 1.301221, 1.175629, 1.006269, 1.117576, 1.023014
suspension, 1.175629, 1.405085, 1.392955, 1.392955, 1.947137, 1.277723, 1.175629, 1.392955, 1.235725, 1.392955, 1.392955, 1.175629, 1.175629, 1.392955, 1.746556, 1.392955, 1.175629, 1.175629, 1.175629, 1.739024, 1.277723, 0.723542, 1.392955, 1.392955, 1.392955, 1.392955, 1.739024, 1.405085, 1.739024, 1.175629, 1.286936, 1.175629, 1.175629, 1.956349, 1.175629, 1.956349, 1.175629, 1.277723, 1.392955, 1.392955, 1.392955, 1.755768, 1.405085, 1.023014, 1.175629, 1.392955, 1.956349, 1.392955, 1.392955, 1.175629, 1.175629, 1.175629, 1.175629, 1.392955, 1.392955, 1.175629, 1.175629, 1.023014, 1.175629, 1.175629, 1.175629, 1.947137, 1.392955, 1.175629, 1.627717, 1.175629, 1.175629, 0.554182, 1.755768, 1.175629, 1.175629, 1.627717, 1.023014, 1.956349, 1.405085, 1.392955, 1.392955, 1.405085, 1.392955, 1.392955, 1.405085, 1.117576, 1.175629, 1.405085, 1.405085, 1.956349, 1.392955, 1.405085, 1.405085, 1.392955, 0.000000, 1.392955, 1.175629, 1.392955, 1.405085, 1.006269, 1.405085, 1.175629, 1.286936, 1.192374
tail fin, 1.006269, 1.175629, 1.192374, 1.192374, 1.746556, 1.108363, 1.006269, 1.192374, 0.723542, 1.192374, 1.192374, 1.006269, 1.006269, 1.192374, 1.577196, 1.192374, 1.006269, 1.006269, 1.006269, 1.569664, 1.108363, 0.554182, 1.192374, 1.192374, 1.192374, 1.192374, 1.569664, 1.235725, 1.569664, 1.006269, 1.117576, 1.006269, 1.006269, 1.755768, 1.006269, 1.755768, 1.006269, 1.108363, 1.192374, 1.192374, 1.192374, 1.586408, 1.235725, 1.586408, 1.006269, 1.192374, 1.755768, 1.192374, 1.192374, 1.006269, 1.006269, 1.006269, 1.006269, 1.192374, 1.192374, 1.006269, 1.006269, 1.586408, 1.006269, 1.006269, 1.006269, 1.746556, 1.192374, 1.006269, 1.458357, 1.006269, 1.006269, 1.117576, 1.586408, 1.006269, 1.006269, 1.458357, 1.586408, 1.755768, 1.175629, 1.192374, 1.192374, 1.175629, 1.192374, 1.192374, 1.175629, 1.569664, 1.006269, 1.175629, 1.175629, 0.563394, 1.192374, 1.175629, 1.175629, 1.192374, 1.023014, 0.000000, 1.006269, 1.192374, 1.175629, 1.569664, 1.175629, 1.006269, 1.117576, 1.023014
tender, 1.199127, 1.428582, 1.416452, 1.416452, 1.970634, 1.301221, 1.199127, 1.416452, 1.939413, 1.416452, 1.416452, 1.199127, 1.199127, 1.416452, 1.770053, 1.416452, 1.199127, 1.199127, 1.199127, 1.762521, 1.301221, 0.747039, 1.416452, 1.416452, 1.416452, 1.416452, 1.762521, 1.428582, 1.762521, 1.199127, 1.310433, 1.199127, 1.199127, 1.979847, 1.199127, 1.979847, 1.199127, 1.301221, 1.416452, 1.416452, 1.416452, 1.779266, 1.428582, 1.779266, 1.199127, 1.416452, 1.979847, 1.416452, 1.416452, 1.199127, 1.199127, 1.199127, 1.199127, 1.416452, 1.416452, 1.199127, 1.199127, 1.779266, 1.199127, 1.199127, 1.199127, 1.970634, 1.416452, 1.199127, 1.651214, 1.199127, 1.199127, 1.310433, 1.779266, 1.199127, 1.199127, 1.651214, 1.779266, 1.979847, 1.428582, 1.416452, 1.416452, 1.428582, 1.416452, 1.416452, 1.428582, 1.762521, 1.199127, 1.428582, 1.428582, 1.979847, 1.416452, 1.428582, 1.428582, 1.416452, 1.215871, 1.416452, 0.000000, 1.416452, 1.428582, 1.762521, 1.428582, 1.199127, 1.310433, 1.215871
third gear, 1.006269, 1.175629, 1.192374, 1.192374, 1.746556, 1.108363, 1.006269, 1.192374, 0.723542, 1.192374, 1.192374, 1.006269, 1.006269, 1.192374, 1.577196, 1.192374, 1.006269, 1.006269, 1.006269, 1.569664, 1.108363, 0.554182, 1.192374, 1.192374, 1.192374, 1.192374, 1.569664, 1.235725, 1.569664, 1.006269, 1.117576, 1.006269, 1.006269, 1.755768, 1.006269, 1.755768, 1.006269, 1.108363, 1.192374, 1.192374, 1.192374, 1.586408, 1.235725, 1.586408, 1.006269, 1.192374, 0.563394, 1.192374, 1.192374, 1.006269, 1.006269, 1.006269, 1.006269, 1.192374, 1.192374, 1.006269, 1.006269, 1.586408, 1.006269, 1.006269, 1.006269, 1.746556, 1.192374, 1.006269, 1.458357, 1.006269, 1.006269, 1.117576, 1.586408, 1.006269, 1.006269, 1.458357, 1.586408, 1.755768, 1.175629, 1.192374, 1.192374, 1.175629, 1.192374, 1.192374, 1.175629, 1.569664, 1.006269, 1.175629, 1.175629, 1.755768, 1.192374, 1.175629, 1.175629, 1.192374, 1.023014, 1.192374, 1.006269, 0.000000, 1.175629, 1.569664, 1.175629, 1.006269, 1.117576, 1.023014
touring car, 1.015482, 1.199127, 1.215871, 1.215871, 1.770053, 1.117576, 1.015482, 1.215871, 0.747039, 1.215871, 1.215871, 1.015482, 1.015482, 1.215871, 1.586408, 1.215871, 1.015482, 1.015482, 1.015482, 1.578876, 1.117576, 0.563394, 1.215871, 1.215871, 1.215871, 1.215871, 1.578876, 1.244938, 1.578876, 1.015482, 1.126789, 1.015482, 1.015482, 1.779266, 1.015482, 1.779266, 1.015482, 1.117576, 1.215871, 1.215871, 1.215871, 1.595621, 1.244938, 1.595621, 1.015482, 1.215871, 1.779266, 1.215871, 1.215871, 1.015482, 1.015482, 1.015482, 1.015482, 1.215871, 1.215871, 1.015482, 1.015482, 1.595621, 1.015482, 1.015482, 1.015482, 1.770053, 1.215871, 1.015482, 1.467570, 1.015482, 1.015482, 1.126789, 1.595621, 1.015482, 1.015482, 1.467570, 1.595621, 1.779266, 1.199127, 1.215871, 1.215871, 1.199127, 1.215871, 1.215871, 1.199127, 1.578876, 1.015482, 1.199127, 1.199127, 1.779266, 1.215871, 1.199127, 1.199127, 1.215871, 1.032227, 1.215871, 1.015482, 1.215871, 0.000000, 1.578876, 1.199127, 1.015482, 1.126789, 1.032227
truck, 1.675682, 1.845042, 1.861787, 1.861787, 1.905138, 1.777776, 1.675682, 1.861787, 1.392955, 1.861787, 1.861787, 1.675682, 1.675682, 1.861787, 1.223595, 0.669413, 1.223595, 1.416452, 1.675682, 2.239077, 1.777776, 1.223595, 1.861787, 1.861787, 1.861787, 1.861787, 1.979847, 1.905138, 2.239077, 1.675682, 1.786989, 1.675682, 1.675682, 1.232807, 1.675682, 2.425182, 1.675682, 1.777776, 1.861787, 1.861787, 1.861787, 2.255822, 1.905138, 1.215871, 1.675682, 1.861787, 2.425182, 1.861787, 1.861787, 1.675682, 1.675682, 1.675682, 1.675682, 1.861787, 1.350956, 1.675682, 1.675682, 1.215871, 1.675682, 1.675682, 1.675682, 2.415969, 1.861787, 1.675682, 1.868540, 1.675682, 1.675682, 0.747039, 2.255822, 1.675682, 1.675682, 1.133631, 1.215871, 1.232807, 1.845042, 1.861787, 1.861787, 1.845042, 0.669413, 1.861787, 1.845042, 1.310433, 1.675682, 1.845042, 1.845042, 1.232807, 0.669413, 1.845042, 1.845042, 1.121501, 1.416452, 1.861787, 1.675682, 1.861787, 1.845042, 0.000000, 1.845042, 0.681543, 1.786989, 1.692427
used-car, 1.015482, 1.199127, 1.215871, 1.215871, 1.770053, 1.117576, 1.015482, 1.215871, 0.747039, 1.215871, 1.215871, 1.015482, 1.015482, 1.215871, 1.586408, 1.215871, 1.015482, 1.015482, 1.015482, 1.578876, 1.117576, 0.563394, 1.215871, 1.215871, 1.215871, 1.215871, 1.578876, 1.244938, 1.578876, 1.015482, 1.126789, 1.015482, 1.015482, 1.779266, 1.015482, 1.779266, 1.015482, 1.117576, 1.215871, 1.215871, 1.215871, 1.595621, 1.244938, 1.595621, 1.015482, 1.215871, 1.779266, 1.215871, 1.215871, 1.015482, 1.015482, 1.015482, 1.015482, 1.215871, 1.215871, 1.015482, 1.015482, 1.595621, 1.015482, 1.015482, 1.015482, 1.770053, 1.215871, 1.015482, 1.467570, 1.015482, 1.015482, 1.126789, 1.595621, 1.015482, 1.015482, 1.467570, 1.595621, 1.779266, 1.199127, 1.215871, 1.215871, 1.199127, 1.215871, 1.215871, 1.199127, 1.578876, 1.015482, 1.199127, 1.199127, 1.779266, 1.215871, 1.199127, 1.199127, 1.215871, 1.032227, 1.215871, 1.015482, 1.215871, 1.199127, 1.578876, 0.000000, 1.015482, 1.126789, 1.032227
van, 1.199127, 1.428582, 1.416452, 1.416452, 1.970634, 1.301221, 1.199127, 1.416452, 1.880670, 1.416452, 1.416452, 1.199127, 1.199127, 1.416452, 1.770053, 1.232807, 1.199127, 1.199127, 1.199127, 1.762521, 1.301221, 0.747039, 1.416452, 1.416452, 1.416452, 1.416452, 1.762521, 1.428582, 1.762521, 1.199127, 1.310433, 1.199127, 1.199127, 1.796202, 1.199127, 1.979847, 1.199127, 1.301221, 1.416452, 1.416452, 1.416452, 1.779266, 1.428582, 1.779266, 1.199127, 1.416452, 1.979847, 1.416452, 1.416452, 1.199127, 1.199127, 1.199127, 1.199127, 1.416452, 1.416452, 1.199127, 1.199127, 1.779266, 1.199127, 1.199127, 1.199127, 1.970634, 1.416452, 1.199127, 1.651214, 1.199127, 1.133631, 1.310433, 1.779266, 1.199127, 1.199127, 0.452088, 1.779266, 1.796202, 1.428582, 1.416452, 1.416452, 1.428582, 1.232807, 1.416452, 1.428582, 1.762521, 1.199127, 1.428582, 1.428582, 1.796202, 1.232807, 1.428582, 1.428582, 1.416452, 1.215871, 1.416452, 1.199127, 1.416452, 1.428582, 0.563394, 1.428582, 0.000000, 1.310433, 1.215871
wheeled vehicle, 1.133631, 1.363086, 1.350956, 1.350956, 1.905138, 1.235725, 1.133631, 1.350956, 1.815174, 1.350956, 1.350956, 1.133631, 1.133631, 1.350956, 1.704557, 1.350956, 1.133631, 1.133631, 1.133631, 1.697025, 1.235725, 0.681543, 1.350956, 1.350956, 1.350956, 1.350956, 1.697025, 1.363086, 1.697025, 1.133631, 1.244938, 1.133631, 1.133631, 1.914351, 1.133631, 1.914351, 1.133631, 1.235725, 1.350956, 1.350956, 1.350956, 1.713770, 1.363086, 1.602463, 1.133631, 1.350956, 1.914351, 1.350956, 1.350956, 1.133631, 1.133631, 1.133631, 1.133631, 1.350956, 1.350956, 1.133631, 1.133631, 1.602463, 1.133631, 1.133631, 1.133631, 1.905138, 1.350956, 1.133631, 1.585718, 1.133631, 1.133631, 1.133631, 1.713770, 1.133631, 1.133631, 1.585718, 1.602463, 1.914351, 1.363086, 1.350956, 1.350956, 1.363086, 1.350956, 1.350956, 1.363086, 0.452088, 1.133631, 1.363086, 1.363086, 1.914351, 1.350956, 1.363086, 1.363086, 1.350956, 1.150376, 1.350956, 1.133631, 1.350956, 1.363086, 1.585718, 1.363086, 1.133631, 0.000000, 1.150376
window, 1.175629, 1.175629, 1.192374, 1.192374, 1.746556, 1.277723, 1.175629, 1.192374, 0.723542, 1.192374, 1.192374, 1.175629, 1.175629, 1.192374, 0.554182, 1.192374, 0.554182, 1.175629, 1.175629, 1.739024, 1.277723, 0.723542, 1.192374, 1.192374, 1.192374, 0.681543, 1.739024, 1.405085, 1.644462, 1.175629, 1.286936, 1.175629, 1.175629, 1.755768, 1.175629, 1.755768, 1.175629, 1.223595, 1.192374, 1.192374, 1.192374, 0.563394, 1.405085, 1.746556, 1.175629, 1.192374, 1.755768, 1.192374, 1.192374, 1.175629, 1.175629, 1.175629, 1.175629, 1.192374, 1.192374, 1.175629, 1.175629, 1.755768, 1.175629, 1.175629, 1.175629, 1.746556, 1.192374, 1.175629, 1.627717, 1.175629, 1.175629, 1.286936, 0.563394, 1.175629, 1.175629, 1.627717, 1.755768, 1.755768, 1.175629, 1.192374, 1.192374, 1.175629, 1.192374, 1.192374, 1.175629, 1.739024, 1.175629, 1.175629, 1.175629, 1.755768, 1.192374, 1.175629, 1.175629, 1.192374, 1.192374, 1.192374, 1.175629, 1.192374, 1.175629, 1.739024, 1.175629, 1.175629, 1.286936, 0.000000
